"Title","screens","firstDay","openingNote","firstWeekend","totalNetGross","ratings","firstWeek","budget","indiaGross","overseasGross","worldwideGross","allTimeRank","footfalls","adjustedNetGross","overseasFirstWeekend","worldwideFirstWeekend","overseasFirstWeek","worldwideFirstWeek","Release Date","Runtime","Genre"
"Prem Aggan","160","44,00,000",,"1,24,00,000","Total Nett Gross: 3,96,50,000","0.00% (0 Ratings)","2,15,00,000","6,00,00,000","6,75,00,000","$130,000","7,30,25,000","744","$55,000","2,34,17,500","$75,000","3,97,37,500","30 Oct 1998","176 min","Love Story"
"Jhoot Bole Kauwa Kaate","90","31,00,000",,"1,00,00,000","Total Nett Gross: 4,04,50,000","40.00% (1 Ratings)","1,76,50,000","4,00,00,000","6,78,00,000","$120,000","7,29,00,000","783","$50,000","1,89,25,000","$---","2,96,52,000","4 Dec 1998","148 min","Comedy"
"Zakhm","140","32,00,000",,"1,05,00,000","Total Nett Gross: 4,21,75,000","90.00% (1 Ratings)","1,85,50,000","4,00,00,000","7,11,00,000","$80,000","7,45,00,000","767","$25,000","1,88,07,500","$40,000","3,30,49,500","25 Dec 1998","124 min","Drama"
"Achanak","150","43,00,000",,"1,27,00,000","Total Nett Gross: 4,06,50,000","0.00% (0 Ratings)","2,20,00,000","4,25,00,000","6,95,00,000","$75,000","7,26,68,750","710","$35,000","2,31,95,750","$50,000","3,97,32,500","12 Jun 1998","159 min","Thriller"
"Barood","175","51,00,000",,"1,44,00,000","Total Nett Gross: 4,85,00,000","0.00% (0 Ratings)","2,49,00,000","5,50,00,000","8,32,00,000","$65,000","8,59,95,000","645","$20,000","2,56,28,000","$30,000","4,41,18,000","7 Aug 1998","156 min","Action"
"Keemat","180","55,00,000",,"1,47,00,000","Total Nett Gross: 5,18,00,000","0.00% (0 Ratings)","2,53,00,000","4,75,00,000","8,86,00,000","$85,000","9,19,78,750","632","$25,000","2,61,30,750","$40,000","4,48,53,000","10 Apr 1998","165 min","Action"
"Wajood","155","52,00,000",,"1,45,00,000","Total Nett Gross: 5,23,75,000","0.00% (0 Ratings)","2,50,50,000","6,00,00,000","8,90,00,000","$140,000","9,49,50,000","662","$60,000","2,72,00,000","$90,000","4,64,10,000","11 Dec 1998","178 min","Drama"
"Pardesi Babu","180","57,00,000",,"1,65,00,000","Total Nett Gross: 5,26,50,000","0.00% (0 Ratings)","2,81,50,000","5,50,00,000","8,98,00,000","$110,000","9,44,75,000","652","$40,000","2,99,15,000","$60,000","5,06,86,500","13 Nov 1998","157 min","Love Story"
"Aunty No. 1","160","47,00,000",,"1,27,00,000","Total Nett Gross: 5,34,00,000","0.00% (0 Ratings)","2,30,50,000","3,75,00,000","9,18,00,000","$60,000","9,42,45,000","461","$50,000","2,26,59,000","$---","3,96,46,000","1 May 1998","138 min","Comedy"
"Banarasi Babu","200","59,00,000",,"1,39,00,000","Total Nett Gross: 5,57,50,000","0.00% (0 Ratings)","2,78,00,000","5,75,00,000","9,56,00,000","$90,000","9,90,87,500","616","$25,000","2,47,37,750","$40,000","4,90,88,000","30 Jan 1998","128 min","Comedy"
"Dushman","140","38,00,000",,"1,14,00,000","Total Nett Gross: 5,62,00,000","0.00% (0 Ratings)","2,05,50,000","4,00,00,000","9,56,00,000","$145,000","10,16,53,750","640","$55,000","2,16,76,250","$75,000","3,80,66,250","29 May 1998","138 min","Drama"
"Vinashak","240","64,00,000",,"1,79,00,000","Total Nett Gross: 6,31,00,000","0.00% (0 Ratings)","3,38,00,000","6,00,00,000","10,73,00,000","$70,000","11,00,12,500","595","$20,000","3,12,05,000","$30,000","5,86,22,500","30 Jan 1998","154 min","Action"
"Maharaja","175","59,00,000",,"1,69,00,000","Total Nett Gross: 6,35,00,000","0.00% (0 Ratings)","2,84,00,000","5,75,00,000","10,88,00,000","$80,000","11,22,00,000","601","$30,000","3,01,74,000","$45,000","5,04,76,500","4 Sep 1998","170 min","Drama"
"Kareeb","105","37,00,000",,"1,19,00,000","Total Nett Gross: 6,82,00,000","50.00% (1 Ratings)","2,12,00,000","6,50,00,000","11,62,00,000","$310,000","12,93,75,000","614","$50,000","2,23,55,000","$85,000","3,96,52,500","17 Jul 1998","155 min","Love Story"
"Gharwali Baharwali","165","48,00,000",,"1,41,00,000","Total Nett Gross: 8,02,50,000","0.00% (0 Ratings)","2,69,50,000","5,00,00,000","13,80,00,000","$290,000","15,02,52,500","355","$95,000","2,82,65,750","$140,000","5,22,69,000","12 Jun 1998","135 min","Comedy"
"Salaakhen","240","89,00,000",,"2,50,00,000","Total Nett Gross: 9,34,00,000","60.00% (2 Ratings)","4,39,00,000","9,00,00,000","16,16,00,000","$105,000","16,58,00,000","530","$30,000","4,44,50,000","$45,000","7,77,47,000","24 Apr 1998","166 min","Action"
"Duplicate","230","--",,"--","Total Nett Gross: 10,17,00,000","58.90% (50 Ratings)","4,62,50,000","9,50,00,000","17,39,00,000","$1,000,000","21,49,00,000","531","$---","--","$375,000","9,44,62,500","8 May 1998","154 min","Masala"
"Zor","245","98,00,000",,"2,77,00,000","Total Nett Gross: 10,56,00,000","60.00% (1 Ratings)","4,85,00,000","10,00,00,000","18,21,00,000","$100,000","18,59,75,000","524","$50,000","4,95,81,500","$35,000","8,47,76,250","13 Feb 1998","156 min","Action"
"Dil Se","235","92,00,000",,"2,68,00,000","Total Nett Gross: 10,76,50,000","50.76% (132 Ratings)","4,74,50,000","11,00,00,000","18,40,00,000","$2,320,000","28,26,00,000","532","$440,000","6,45,28,000","$620,000","10,74,89,500","21 Aug 1998","158 min","Drama"
"Jab Pyaar Kisise Hota Hai","175","45,00,000",,"1,48,00,000","Total Nett Gross: 11,71,00,000","68.75% (16 Ratings)","2,85,00,000","6,50,00,000","20,00,00,000","$475,000","21,95,93,750","230","$100,000","2,94,33,000","$150,000","5,49,22,500","22 May 1998","164 min","Love Story"
"Bandhan","200","81,00,000",,"2,36,00,000","Total Nett Gross: 12,09,50,000","60.63% (16 Ratings)","4,16,00,000","5,75,00,000","20,72,00,000","$175,000","21,45,93,750","146","$55,000","4,26,79,750","$80,000","7,45,16,000","2 Oct 1998","156 min","Drama"
"Dulhe Raja","165","64,00,000",,"1,80,00,000","Total Nett Gross: 12,74,50,000","91.67% (3 Ratings)","3,26,00,000","5,00,00,000","22,17,00,000","$75,000","22,49,06,250","134","$25,000","3,23,88,750","$35,000","5,82,20,250","10 Jul 1998","149 min","Comedy"
"China Gate","200","61,00,000",,"1,92,00,000","Total Nett Gross: 12,77,50,000","80.00% (1 Ratings)","3,53,50,000","9,25,00,000","21,75,00,000","$130,000","22,30,25,000","322","$40,000","3,43,40,000","$60,000","6,26,45,000","27 Nov 1998","163 min","Action"
"Major Saab","240","91,00,000",,"2,59,00,000","Total Nett Gross: 13,10,00,000","50.00% (1 Ratings)","4,58,00,000","8,75,00,000","21,37,10,000","$435,000","23,21,97,500","222","$120,000","4,93,87,000","$175,000","8,57,54,500","26 Jun 1998","156 min","Action"
"Ghulam","185","75,00,000",,"2,24,00,000","Total Nett Gross: 13,35,50,000","50.67% (15 Ratings)","4,04,00,000","7,25,00,000","22,72,00,000","$350,000","24,20,75,000","144","$110,000","4,27,55,000","$160,000","7,54,80,000","19 Jun 1998","156 min","Drama"
"Pyaar Kiya To Darna Kya","225","80,00,000",,"2,31,00,000","Total Nett Gross: 18,06,50,000","75.48% (21 Ratings)","4,47,00,000","7,75,00,000","30,90,00,000","$625,000","33,36,87,500","64","$180,000","4,66,11,000","$260,000","8,67,07,000","27 Mar 1998","150 min","Love Story"
"Satya","85","20,00,000",,"75,00,000","Total Nett Gross: 14,34,75,000","80.00% (2 Ratings)","1,55,50,000","2,50,00,000","18,47,00,000","$30,000","18,59,75,000","142","$5,000","1,29,61,500","$10,000","2,68,60,000","3 Jul 1998","167 min","Drama"
"Bade Miyan Chote Miyan","320","1,08,00,000",,"3,19,00,000","Total Nett Gross: 19,19,00,000","58.75% (4 Ratings)","6,33,00,000","12,00,00,000","33,00,00,000","$525,000","35,21,81,250","109","$150,000","6,12,05,500","$220,000","11,81,71,000","16 Oct 1998","144 min","Masala"
"Soldier","220","1,00,00,000",,"2,78,00,000","Total Nett Gross: 21,37,00,000","63.33% (3 Ratings)","5,49,00,000","8,25,00,000","36,46,00,000","$570,000","38,88,25,000","52","$160,000","5,43,38,000","$230,000","10,36,54,000","20 Nov 1998","154 min","Action"
"Pyaar To Hona Hi Tha","180","50,00,000",,"1,45,00,000","Total Nett Gross: 21,50,50,000","94.67% (15 Ratings)","3,46,00,000","7,50,00,000","36,57,00,000","$400,000","38,27,00,000","55","$80,000","2,80,50,000","$130,000","6,43,45,000","24 Jul 1998","161 min","Love Story"
"Koi Mil Gaya","450","2,25,00,000",,"6,45,00,000","Total Nett Gross: 47,19,50,000","82.50% (14 Ratings)","12,90,00,000","30,00,00,000","72,49,00,000","$2,150,000","82,32,62,500","50","$700,000","13,18,67,000","$1,000,000","24,54,39,000","8 Aug 2003","171 min","Masala"
"Veer Zaara","625","2,46,00,000",,"9,78,00,000","Total Nett Gross: 41,86,00,000","55.18% (171 Ratings)","17,57,00,000","23,00,00,000","60,65,00,000","$8,220,000","97,64,00,000","76","$2,180,000","23,99,10,000","$3,200,000","39,87,65,000","12 Nov 2004","192 min","Love Story"
"No Entry","600","1,72,00,000",,"7,98,00,000","Total Nett Gross: 44,72,00,000","73.96% (24 Ratings)","14,08,00,000","24,00,00,000","64,16,00,000","$2,280,000","74,13,50,000","77","$790,000","14,86,76,500","$1,180,000","25,29,69,000","26 Aug 2005","158 min","Comedy"
"Dhoom 2","1000","5,85,00,000",,"17,41,00,000","Total Nett Gross: 81,00,50,000","46.38% (112 Ratings)","32,00,00,000","42,00,00,000","1,13,92,00,000","$8,420,000","1,51,38,90,000","25","$3,050,000","38,12,06,000","$4,700,000","66,03,50,000","24 Nov 2006","152 min","Action"
"Om Shanti Om","1200","5,53,00,000",,"21,47,00,000","Total Nett Gross: 78,16,50,000","54.00% (254 Ratings)","36,38,00,000","40,00,00,000","1,09,78,00,000","$10,150,000","1,49,87,25,000","36","$4,250,000","46,84,55,000","$6,000,000","74,63,20,000","9 Nov 2007","162 min","Masala"
"Risk","300","55,00,000",,"1,78,00,000","Total Nett Gross: 2,83,00,000","0.00% (0 Ratings)","2,45,00,000","6,00,00,000","3,98,00,000","$---","3,98,00,000","1342","$---","2,50,98,000","$---","3,45,45,000","19 Jan 2007","155 min","Thriller"
"Darling","240","58,00,000",,"1,77,00,000","Total Nett Gross: 2,90,50,000","0.00% (0 Ratings)","2,50,00,000","6,50,00,000","4,08,00,000","$165,000","4,74,82,500","1377","$90,000","2,84,25,000","$135,000","4,04,67,500","7 Sep 2007","133 min","Drama"
"Kya Love Story Hai","425","60,00,000",,"1,89,00,000","Total Nett Gross: 2,89,50,000","0.00% (0 Ratings)","2,59,00,000","7,25,00,000","4,04,00,000","$200,000","4,87,50,000","1376","$120,000","3,14,70,000","$175,000","4,35,66,250","20 Apr 2007","114 min","Rom - Com"
"Buddha Mar Gaya","285","62,00,000",,"1,94,00,000","Total Nett Gross: 2,94,75,000","0.00% (0 Ratings)","2,72,50,000","3,75,00,000","4,09,00,000","$100,000","4,50,00,000","1046","$45,000","2,88,11,000","$65,000","4,05,42,500","17 Aug 2007","92 min","Comedy"
"Nehlle Pe Dehlla","300","67,00,000",,"1,95,00,000","Total Nett Gross: 3,29,00,000","0.00% (0 Ratings)","2,76,00,000","7,00,00,000","4,63,00,000","$400,000","6,41,00,000","1268","$220,000","3,72,85,000","$310,000","5,27,11,000","2 Mar 2007","125 min","Comedy"
"Gandhi My Father","180","46,00,000",,"1,58,00,000","Total Nett Gross: 3,41,75,000","0.00% (0 Ratings)","2,36,50,000","8,00,00,000","4,76,00,000","$680,000","7,49,70,000","1414","$310,000","3,44,39,500","$460,000","5,13,88,500","3 Aug 2007","135 min","Drama"
"Red - The Dark Side","275","75,00,000",,"2,36,00,000","Total Nett Gross: 3,92,00,000","0.00% (0 Ratings)","3,37,00,000","4,00,00,000","5,59,00,000","$---","5,59,00,000","982","$---","3,37,48,000","$---","4,81,91,000","9 Mar 2007","108 min","Thriller"
"Just Married","250","--",,"--","Total Nett Gross: 4,17,00,000","0.00% (0 Ratings)","3,24,00,000","8,00,00,000","5,86,00,000","$80,000","6,21,20,000","1325","$50,000","--","$70,000","4,87,64,000","16 Mar 2007","136 min","Rom - Com"
"Johnny Gaddaar","300","54,00,000",,"1,87,00,000","Total Nett Gross: 4,05,00,000","45.00% (1 Ratings)","2,83,00,000","7,50,00,000","5,68,00,000","$---","5,68,00,000","1012","$---","2,61,80,000","$---","3,96,20,000","28 Sep 2007","135 min","Thriller"
"Black Friday","160","47,00,000",,"1,78,00,000","Total Nett Gross: 4,75,50,000","0.00% (0 Ratings)","2,88,00,000","4,50,00,000","6,63,00,000","$35,000","6,78,40,000","1015","$25,000","2,58,42,000","$27,000","4,12,20,000","9 Feb 2007","162 min","Drama"
"Hattrick","400","93,00,000",,"2,91,00,000","Total Nett Gross: 4,81,00,000","0.00% (0 Ratings)","4,03,00,000","9,00,00,000","6,73,00,000","$120,000","7,25,80,000","992","$80,000","4,42,60,000","$100,000","6,08,20,000","16 Mar 2007","110 min","Comedy"
"The Train","325","96,00,000",,"3,08,00,000","Total Nett Gross: 5,10,75,000","30.00% (1 Ratings)","4,37,00,000","7,75,00,000","7,11,00,000","$15,000","7,17,18,750","951","$10,000","4,32,24,500","$14,000","6,13,20,500","8 Jun 2007","134 min","Thriller"
"Big Brother","290","82,00,000",,"2,42,00,000","Total Nett Gross: 4,94,00,000","0.00% (1 Ratings)","3,50,00,000","8,00,00,000","6,92,00,000","$40,000","7,09,00,000","1204","$20,000","3,47,30,000","$30,000","5,02,75,000","13 Apr 2007","129 min","Action"
"Shaka Laka Boom Boom","425","1,29,00,000",,"4,04,20,000","Total Nett Gross: 6,77,50,000","0.00% (0 Ratings)","5,68,00,000","11,50,00,000","9,59,00,000","$---","9,59,00,000","898","$---","5,69,42,000","$---","8,06,56,000","6 Apr 2007","142 min","Drama"
"Good Boy Bad Boy","525","97,00,000",,"3,24,00,000","Total Nett Gross: 7,25,00,000","0.00% (0 Ratings)","4,81,00,000","12,50,00,000","10,10,00,000","$55,000","10,32,68,750","899","$25,000","4,60,67,250","$40,000","6,85,09,000","11 May 2007","110 min","Comedy"
"Ram Gopal Varma Ki Aag","875","1,72,00,000",,"4,96,00,000","Total Nett Gross: 7,39,25,000","0.00% (0 Ratings)","6,98,00,000","21,00,00,000","10,30,00,000","$600,000","12,73,00,000","1185","$370,000","8,39,29,000","$510,000","11,76,77,000","31 Aug 2007","172 min","Action"
"Nishabd","400","1,15,00,000",,"3,73,00,000","Total Nett Gross: 7,53,00,000","0.00% (0 Ratings)","5,46,00,000","8,50,00,000","10,65,00,000","$240,000","11,71,20,000","915","$125,000","5,81,24,250","$180,000","8,49,51,000","2 Mar 2007","109 min","Drama"
"Awarapan","375","79,00,000",,"2,88,00,000","Total Nett Gross: 7,75,50,000","0.00% (0 Ratings)","4,47,00,000","18,00,00,000","10,84,00,000","$350,000","12,25,75,000","1182","$150,000","4,63,95,000","$240,000","7,23,00,000","29 Jun 2007","132 min","Drama"
"Dus Kahaniyaan","450","1,20,00,000",,"4,02,00,000","Total Nett Gross: 7,78,00,000","30.00% (1 Ratings)","5,98,00,000","21,00,00,000","11,01,00,000","$580,000","13,28,65,000","1217","$300,000","6,88,59,000","$435,000","10,19,89,750","7 Dec 2007","110 min","Drama"
"Traffic Signal","325","1,04,00,000",,"3,52,00,000","Total Nett Gross: 8,48,00,000","60.00% (1 Ratings)","5,44,50,000","5,25,00,000","11,98,00,000","$30,000","12,11,20,000","417","$15,000","5,02,92,000","$25,000","7,78,74,500","2 Feb 2007","129 min","Drama"
"Bheja Fry","120","27,00,000",,"1,22,00,000","Total Nett Gross: 8,98,00,000","85.00% (1 Ratings)","2,40,50,000","1,50,00,000","12,58,00,000","$---","12,58,00,000","215","$---","1,70,80,000","$---","3,36,70,000","13 Apr 2007","95 min","Comedy"
"Honeymoon Travels Pvt. Ltd.","350","1,17,00,000",,"3,84,00,000","Total Nett Gross: 11,62,00,000","0.00% (0 Ratings)","6,09,00,000","10,00,00,000","16,26,00,000","$740,000","19,51,60,000","415","$290,000","6,65,20,000","$440,000","10,46,20,000","23 Feb 2007","125 min","Rom - Com"
"Naqaab","825","2,31,00,000",,"7,10,00,000","Total Nett Gross: 12,69,00,000","0.00% (0 Ratings)","10,26,00,000","19,00,00,000","17,66,00,000","$875,000","21,20,37,500","1143","$475,000","11,79,27,500","$660,000","16,93,44,000","13 Jul 2007","121 min","Thriller"
"Aap Kaa Surroor","550","1,79,00,000",,"5,25,00,000","Total Nett Gross: 12,42,50,000","95.00% (1 Ratings)","8,04,00,000","9,00,00,000","17,54,00,000","$400,000","19,16,00,000","395","$240,000","8,37,45,000","$320,000","12,63,24,000","29 Jun 2007","129 min","Drama"
"Dhan Dhana Dhan Goal","650","2,05,00,000",,"6,43,00,000","Total Nett Gross: 13,87,00,000","0.00% (0 Ratings)","9,55,00,000","19,00,00,000","19,24,00,000","$625,000","21,72,43,750","792","$340,000","10,28,92,000","$470,000","15,14,27,500","23 Nov 2007","158 min","Drama"
"Aaja Nachle","600","1,85,00,000",,"6,16,00,000","Total Nett Gross: 14,07,00,000","0.00% (0 Ratings)","9,03,00,000","20,00,00,000","19,75,00,000","$2,200,000","28,44,00,000","790","$980,000","12,49,50,000","$1,360,000","18,01,40,000","30 Nov 2007","147 min","Drama"
"Life In A Metro","225","87,00,000",,"3,52,00,000","Total Nett Gross: 15,83,25,000","65.00% (1 Ratings)","6,23,00,000","9,50,00,000","22,09,00,000","$580,000","24,45,35,000","300","$230,000","5,86,52,500","$360,000","10,18,90,000","11 May 2007","132 min","Drama"
"Dhol","650","1,72,00,000",,"5,56,00,000","Total Nett Gross: 16,05,50,000","75.00% (1 Ratings)","8,96,00,000","14,00,00,000","22,29,00,000","$250,000","23,27,75,000","394","$125,000","8,22,21,500","$175,000","13,14,56,500","21 Sep 2007","166 min","Comedy"
"Cheeni Kum","250","1,00,00,000",,"3,97,00,000","Total Nett Gross: 17,30,00,000","0.00% (0 Ratings)","6,75,00,000","11,00,00,000","24,12,00,000","$2,000,000","32,22,00,000","296","$815,000","8,81,90,500","$1,140,000","13,99,95,000","25 May 2007","140 min","Rom - Com"
"Laaga Chunari Mein Daag","750","2,02,00,000",,"7,36,00,000","Total Nett Gross: 17,50,50,000","0.00% (0 Ratings)","11,17,00,000","20,00,00,000","24,23,00,000","$3,170,000","36,67,22,500","707","$1,320,000","15,33,78,000","$1,850,000","22,67,58,500","12 Oct 2007","140 min","Drama"
"Fool N Final","850","2,63,00,000",,"8,19,00,000","Total Nett Gross: 17,82,25,000","0.00% (0 Ratings)","12,47,00,000","26,00,00,000","24,86,00,000","$690,000","27,62,00,000","656","$330,000","12,70,41,000","$500,000","19,33,33,000","1 Jun 2007","144 min","Comedy"
"Cash","1000","3,73,00,000",,"11,08,00,000","Total Nett Gross: 18,56,50,000","0.00% (0 Ratings)","15,90,00,000","32,00,00,000","26,00,00,000","$820,000","29,30,05,000","648","$440,000","17,28,30,000","$640,000","24,83,60,000","3 Aug 2007","137 min","Thriller"
"Eklavya - The Royal Guard","750","3,19,00,000",,"9,65,00,000","Total Nett Gross: 18,87,50,000","0.00% (0 Ratings)","13,97,00,000","30,00,00,000","26,20,00,000","$2,870,000","38,82,80,000","669","$1,440,000","19,74,95,000","$2,000,000","28,21,83,000","16 Feb 2007","108 min","Thriller"
"Saawariya","850","3,00,00,000",,"11,23,00,000","Total Nett Gross: 20,92,00,000","70.74% (27 Ratings)","16,86,00,000","45,00,00,000","29,10,00,000","$2,540,000","39,13,30,000","1128","$1,430,000","21,25,82,000","$1,860,000","30,78,24,000","9 Nov 2007","142 min","Love Story"
"Apne","625","1,89,00,000",,"6,22,00,000","Total Nett Gross: 22,06,50,000","97.50% (2 Ratings)","10,34,00,000","20,00,00,000","30,98,00,000","$2,050,000","39,28,25,000","364","$850,000","12,15,05,000","$1,210,000","19,37,65,000","29 Jun 2007","180 min","Drama"
"Salaam-E-Ishq","900","4,19,00,000",,"11,15,00,000","Total Nett Gross: 22,68,00,000","62.50% (16 Ratings)","16,26,00,000","43,00,00,000","31,78,00,000","$4,650,000","52,24,00,000","1126","$2,090,000","24,80,60,000","$2,870,000","35,39,20,000","26 Jan 2007","201 min","Love Story"
"Jhoom Barabar Jhoom","950","4,47,00,000",,"13,93,00,000","Total Nett Gross: 27,27,00,000","10.00% (1 Ratings)","20,53,00,000","27,00,00,000","35,16,00,000","$3,300,000","48,52,50,000","455","$1,620,000","24,53,07,000","$2,230,000","35,51,52,000","15 Jun 2007","132 min","Rom - Com"
"Shootout At Lokhandwala","800","3,46,00,000",,"10,68,00,000","Total Nett Gross: 29,72,50,000","75.00% (3 Ratings)","16,72,00,000","18,00,00,000","41,75,00,000","$1,060,000","46,04,30,000","251","$550,000","17,17,95,000","$775,000","26,54,67,500","25 May 2007","145 min","Action"
"Jab We Met","475","1,75,00,000",,"6,82,00,000","Total Nett Gross: 31,06,00,000","80.00% (10 Ratings)","11,80,00,000","15,00,00,000","44,46,00,000","$1,640,000","50,93,80,000","194","$620,000","12,20,16,000","$900,000","20,42,90,000","26 Oct 2007","155 min","Rom - Com"
"Dhamaal","800","2,38,00,000",,"8,00,00,000","Total Nett Gross: 32,51,25,000","0.00% (0 Ratings)","13,65,00,000","19,00,00,000","45,63,00,000","$1,260,000","50,73,30,000","242","$610,000","13,67,05,000","$870,000","22,63,35,000","7 Sep 2007","131 min","Comedy"
"Namastey London","775","2,83,00,000",,"9,04,00,000","Total Nett Gross: 37,29,00,000","85.50% (10 Ratings)","15,69,00,000","31,00,00,000","52,51,00,000","$4,370,000","71,41,02,500","234","$1,570,000","19,53,66,500","$2,200,000","31,63,79,000","23 Mar 2007","132 min","Love Story"
"Ta Ra Rum Pum","725","3,66,00,000",,"11,42,00,000","Total Nett Gross: 38,44,50,000","0.00% (0 Ratings)","18,05,00,000","30,00,00,000","53,77,00,000","$3,750,000","69,14,50,000","238","$1,360,000","21,56,40,000","$1,880,000","32,97,80,000","27 Apr 2007","156 min","Drama"
"Guru","650","3,37,00,000",,"11,14,00,000","Total Nett Gross: 45,49,00,000","55.00% (4 Ratings)","18,70,00,000","22,00,00,000","63,67,00,000","$4,520,000","83,67,10,000","147","$1,640,000","22,85,30,000","$2,450,000","37,02,12,500","12 Jan 2007","166 min","Drama"
"Heyy Babyy","1000","4,77,00,000",,"15,17,00,000","Total Nett Gross: 47,12,00,000","79.00% (5 Ratings)","24,48,00,000","36,00,00,000","65,94,00,000","$4,390,000","83,93,90,000","145","$1,750,000","28,41,30,000","$2,640,000","45,09,60,000","24 Aug 2007","144 min","Comedy"
"Bhool Bhulaiyaa","1050","3,88,00,000",,"14,37,00,000","Total Nett Gross: 49,09,50,000","82.50% (6 Ratings)","23,50,00,000","32,00,00,000","68,59,00,000","$3,630,000","82,83,77,500","135","$1,600,000","26,39,80,000","$2,210,000","41,57,42,500","12 Oct 2007","158 min","Comedy"
"Partner","1100","5,38,00,000",,"16,57,00,000","Total Nett Gross: 60,04,50,000","69.48% (29 Ratings)","27,74,00,000","28,00,00,000","84,57,00,000","$4,060,000","1,00,91,15,000","68","$1,600,000","29,80,37,000","$2,350,000","48,57,21,500","20 Jul 2007","155 min","Comedy"
"Taare Zameen Par","500","2,62,00,000",,"9,65,00,000","Total Nett Gross: 61,83,25,000","66.72% (61 Ratings)","16,57,00,000","18,00,00,000","74,82,00,000","$3,230,000","87,57,85,000","80","$850,000","16,77,11,000","$1,670,000","29,62,90,000","21 Dec 2007","165 min","Drama"
"Chak De India","500","3,07,00,000",,"11,53,00,000","Total Nett Gross: 66,54,00,000","70.13% (195 Ratings)","21,53,00,000","22,00,00,000","85,86,00,000","$3,940,000","1,01,81,70,000","71","$1,100,000","20,50,47,000","$1,720,000","36,93,58,000","10 Aug 2007","152 min","Drama"
"Welcome","1250","3,32,00,000",,"16,52,00,000","Total Nett Gross: 70,15,00,000","82.33% (15 Ratings)","33,41,00,000","48,00,00,000","98,76,00,000","$5,250,000","1,19,49,75,000","58","$1,450,000","29,02,07,000","$2,700,000","57,77,31,000","21 Dec 2007","159 min","Comedy"
"Tathastu","250","43,00,000",,"1,15,00,000","Total Nett Gross: 1,93,50,000","0.00% (0 Ratings)","1,64,50,000","11,00,00,000","2,74,00,000","$115,000","3,26,32,500","1375","$70,000","1,95,15,000","$100,000","2,79,09,000","12 May 2006","113 min","Drama"
"Rocky","225","41,00,000",,"1,33,00,000","Total Nett Gross: 2,15,50,000","0.00% (0 Ratings)","1,83,00,000","9,25,00,000","3,04,00,000","$---","3,04,00,000","1408","$---","1,87,53,000","$---","2,58,03,000","22 Sep 2006","121 min","Drama"
"Dil Diya Hai","225","51,00,000",,"1,44,00,000","Total Nett Gross: 2,31,00,000","0.00% (0 Ratings)","2,06,00,000","8,50,00,000","3,25,00,000","$---","3,25,00,000","1422","$---","2,03,04,000","$---","2,90,46,000","8 Sep 2006","126 min","Thriller"
"Provoked","90","28,00,000",,"90,00,000","Total Nett Gross: 2,41,00,000","0.00% (0 Ratings)","1,45,00,000","12,00,00,000","3,39,00,000","$2,210,000","13,27,97,500","1465","$660,000","4,22,25,000","$1,000,000","6,51,95,000","7 Apr 2006","113 min","Drama"
"Mere Jeevan Saathi","250","40,00,000",,"1,13,00,000","Total Nett Gross: 2,42,00,000","0.00% (0 Ratings)","1,69,00,000","11,00,00,000","3,44,00,000","$990,000","7,82,07,500","1313","$425,000","3,48,52,250","$600,000","5,05,48,000","3 Feb 2006","139 min","Love Story"
"Shiva","225","56,00,000",,"1,52,00,000","Total Nett Gross: 2,43,50,000","0.00% (0 Ratings)","2,18,00,000","6,00,00,000","3,43,00,000","$---","3,43,00,000","1387","$---","2,14,32,000","$---","3,07,38,000","15 Nov 2006","119 min","Action"
"Dor","100","14,00,000",,"51,00,000","Total Nett Gross: 2,70,25,000","100.00% (1 Ratings)","89,50,000","3,00,00,000","3,81,00,000","$---","3,81,00,000","1067","$---","71,91,000","$---","1,26,19,500","22 Sep 2006","123 min","Drama"
"Saawan... The Love Season","275","80,00,000",,"2,14,00,000","Total Nett Gross: 3,46,50,000","0.00% (0 Ratings)","3,06,00,000","5,00,00,000","4,91,00,000","$225,000","5,91,68,750","959","$115,000","3,55,34,250","$170,000","5,10,59,500","7 Apr 2006","122 min","Love Story"
"Being Cyrus","80","38,00,000",,"1,33,00,000","Total Nett Gross: 3,90,50,000","100.00% (1 Ratings)","2,21,00,000","4,00,00,000","5,42,00,000","$225,000","6,42,12,500","1036","$100,000","2,29,37,000","$140,000","3,69,49,000","24 Mar 2006","84 min","Drama"
"Teesri Aankh - The Hidden Camera","400","70,00,000",,"2,19,00,000","Total Nett Gross: 4,15,50,000","0.00% (0 Ratings)","3,11,00,000","12,50,00,000","5,98,00,000","$140,000","6,60,30,000","1227","$70,000","3,46,51,000","$100,000","4,92,34,000","3 Mar 2006","111 min","Thriller"
"Khosla Ka Ghosla","125","26,00,000",,"1,01,00,000","Total Nett Gross: 4,59,25,000","65.00% (1 Ratings)","1,65,00,000","3,75,00,000","6,38,00,000","$65,000","6,67,73,750","511","$30,000","1,54,11,500","$45,000","2,49,93,750","22 Sep 2006","136 min","Comedy"
"The Killer","250","99,00,000",,"2,73,00,000","Total Nett Gross: 4,64,50,000","0.00% (0 Ratings)","3,88,00,000","7,25,00,000","6,51,00,000","$6,000","6,53,79,000","1294","$---","3,82,20,000","$---","5,43,20,000","21 Jul 2006","120 min","Thriller"
