"Title","screens","firstDay","openingNote","firstWeekend","totalNetGross","ratings","firstWeek","budget","indiaGross","overseasGross","worldwideGross","allTimeRank","footfalls","adjustedNetGross","overseasFirstWeekend","worldwideFirstWeekend","overseasFirstWeek","worldwideFirstWeek","Release Date","Runtime","Genre"
"Gadar - Ek Prem Katha","350","1,40,00,000",,"4,08,00,000","Total Nett Gross: 76,88,00,000","58.66% (86 Ratings)","9,28,00,000","19,00,00,000","1,28,19,00,000","$1,050,000","1,33,12,50,000","2","$190,000","7,74,75,000","$295,000","16,98,65,000","15 Jun 2001","178 min","Action"
"Vatsyayana Kamsutra","50","--",,"--","Total Nett Gross: 85,00,000","0.00% (0 Ratings)","45,00,000","65,00,000","1,46,00,000","$1,000","1,46,46,500","1022","$---","--","$---","77,40,000","9 Mar 2001","165 min","Adult"
"Devdas","325","2,09,00,000",,"6,15,00,000","Total Nett Gross: 41,65,50,000","54.24% (165 Ratings)","11,78,00,000","44,00,00,000","68,19,00,000","$6,500,000","99,87,75,000","104","$2,000,000","19,83,60,000","$2,900,000","33,45,67,000","12 Jul 2002","185 min","Love Story"
"Waah! Tera Kya Kehna","175","25,00,000",,"71,00,000","Total Nett Gross: 1,79,75,000","0.00% (0 Ratings)","1,09,00,000","5,00,00,000","2,94,00,000","$35,000","3,10,88,750","1275","$11,000","1,21,74,750","$17,000","1,86,96,250","1 Nov 2002","142 min","Comedy"
"Tum Se Achcha Kaun Hai","110","20,00,000",,"62,00,000","Total Nett Gross: 1,87,50,000","0.00% (0 Ratings)","1,02,25,000","5,00,00,000","3,11,00,000","$3,000","3,12,47,000","1256","$---","1,02,92,000","$---","1,69,73,500","26 Apr 2002","150 min","Love Story"
"Filhaal...","70","22,00,000",,"65,00,000","Total Nett Gross: 1,91,00,000","0.00% (0 Ratings)","1,09,00,000","4,00,00,000","3,09,00,000","$205,000","4,08,42,500","1354","$110,000","1,58,65,000","$155,000","2,51,75,500","1 Feb 2002","155 min","Drama"
"Dil Vil Pyar Vyar","140","32,00,000",,"1,00,00,000","Total Nett Gross: 2,36,50,000","0.00% (0 Ratings)","1,58,00,000","4,50,00,000","3,83,00,000","$170,000","4,65,02,500","1279","$70,000","1,95,77,500","$95,000","3,01,79,750","18 Oct 2002","154 min","Love Story"
"Yeh Kya Ho Raha Hai?","150","51,00,000",,"1,40,00,000","Total Nett Gross: 2,91,00,000","0.00% (0 Ratings)","2,11,00,000","3,25,00,000","4,74,00,000","$---","4,74,00,000","940","$---","2,28,20,000","$---","3,43,93,000","11 Oct 2002","130 min","Comedy"
"Annarth","165","39,00,000",,"1,13,00,000","Total Nett Gross: 3,00,00,000","0.00% (0 Ratings)","1,82,50,000","6,75,00,000","4,87,00,000","$50,000","5,11,12,500","1202","$22,000","1,93,67,500","$35,000","3,12,53,750","1 Nov 2002","153 min","Action"
"Ab Ke Baras","185","40,00,000",,"1,13,00,000","Total Nett Gross: 3,08,50,000","0.00% (0 Ratings)","1,86,50,000","5,25,00,000","5,15,00,000","$7,000","5,18,41,250","886","$---","1,88,71,000","$---","3,11,45,500","10 May 2002","168 min","Love Story"
"Akhiyon Se Goli Maare","225","55,00,000",,"1,45,00,000","Total Nett Gross: 3,10,00,000","0.00% (0 Ratings)","2,15,00,000","5,25,00,000","5,06,00,000","$15,000","5,13,27,500","906","$---","2,36,35,000","$---","3,50,45,000","2 Aug 2002","154 min","Comedy"
"Badhaai Ho Badhaai","170","63,00,000",,"1,79,00,000","Total Nett Gross: 3,79,00,000","0.00% (0 Ratings)","2,72,00,000","7,75,00,000","6,21,00,000","$160,000","6,99,00,000","1176","$95,000","3,39,87,250","$130,000","5,09,45,500","14 Jun 2002","156 min","Drama"
"Koi Mere Dil Se Poochhe","180","55,00,000",,"1,50,00,000","Total Nett Gross: 3,80,00,000","0.00% (0 Ratings)","2,39,50,000","6,50,00,000","6,31,00,000","$150,000","7,03,37,500","1172","$75,000","2,85,18,750","$100,000","4,45,82,000","11 Jan 2002","146 min","Drama"
"Kyaa Dil Ne Kahaa","220","70,00,000",,"1,96,00,000","Total Nett Gross: 4,23,50,000","0.00% (0 Ratings)","3,00,00,000","6,25,00,000","6,90,00,000","$125,000","7,50,93,750","859","$65,000","3,51,16,750","$90,000","5,32,87,500","28 Jun 2002","149 min","Love Story"
"Gunaah","230","59,00,000",,"1,71,00,000","Total Nett Gross: 4,48,50,000","0.00% (0 Ratings)","2,71,00,000","4,00,00,000","7,30,00,000","$40,000","7,49,30,000","844","$22,000","2,89,34,500","$32,000","4,57,17,000","20 Sep 2002","135 min","Thriller"
"Pitaah","275","74,00,000",,"2,07,00,000","Total Nett Gross: 4,79,00,000","0.00% (0 Ratings)","3,18,50,000","7,50,00,000","7,90,00,000","$95,000","8,35,83,750","774","$52,000","3,66,64,000","$70,000","5,59,30,000","4 Jan 2002","135 min","Drama"
"Ek Chhotisi Love Story","65","35,00,000",,"98,00,000","Total Nett Gross: 4,83,50,000","0.00% (0 Ratings)","1,73,00,000","1,50,00,000","7,86,00,000","$50,000","8,10,25,000","213","$---","1,59,74,000","$---","2,81,99,000","6 Sep 2002","129 min","Drama"
"Hathyar","265","77,00,000",,"2,12,00,000","Total Nett Gross: 5,34,50,000","0.00% (0 Ratings)","3,29,00,000","7,00,00,000","8,65,00,000","$205,000","9,63,91,250","785","$72,000","3,78,18,000","$95,000","5,78,81,750","18 Oct 2002","140 min","Action"
"Yeh Hai Jalwa","280","87,00,000",,"2,45,00,000","Total Nett Gross: 5,49,00,000","62.14% (7 Ratings)","3,70,00,000","8,00,00,000","8,93,00,000","$400,000","10,88,00,000","776","$135,000","4,65,16,250","$200,000","7,00,60,000","26 Jul 2002","144 min","Comedy"
"Rishtey","260","68,00,000",,"2,02,00,000","Total Nett Gross: 5,99,50,000","0.00% (0 Ratings)","3,44,00,000","8,75,00,000","9,77,00,000","$540,000","12,37,55,000","759","$255,000","4,52,29,750","$340,000","7,24,77,000","6 Dec 2002","157 min","Drama"
"Om Jai Jagadish","250","79,00,000",,"2,34,00,000","Total Nett Gross: 6,15,50,000","0.00% (0 Ratings)","3,71,00,000","13,00,00,000","10,02,00,000","$765,000","13,74,93,750","1142","$280,000","5,17,92,000","$385,000","7,92,41,750","19 Jul 2002","180 min","Drama"
"Kranti","270","82,00,000",,"2,31,00,000","Total Nett Gross: 6,19,00,000","0.00% (0 Ratings)","3,77,50,000","9,00,00,000","10,28,00,000","$190,000","11,20,15,000","695","$90,000","4,27,11,000","$125,000","6,87,27,500","8 Mar 2002","136 min","Action"
"Yeh Dil Aashiqanaa","160","47,00,000",,"1,47,00,000","Total Nett Gross: 6,21,50,000","100.00% (1 Ratings)","2,57,00,000","4,25,00,000","10,43,00,000","$30,000","10,57,47,500","387","$10,000","2,51,78,500","$15,000","4,38,99,750","18 Jan 2002","148 min","Love Story"
"16 December","175","52,00,000",,"1,57,00,000","Total Nett Gross: 6,36,50,000","0.00% (0 Ratings)","2,79,00,000","4,00,00,000","10,62,00,000","$7,000","10,65,41,250","398","$---","2,62,19,000","$---","4,65,93,000","22 Mar 2002","148 min","Action"
"Maine Dil Tujhko Diya","235","85,00,000",,"2,46,00,000","Total Nett Gross: 6,39,50,000","95.00% (1 Ratings)","3,86,00,000","6,50,00,000","10,44,00,000","$180,000","11,31,30,000","735","$80,000","4,39,78,000","$115,000","6,84,95,500","16 Aug 2002","164 min","Love Story"
"Jeena Sirf Merre Liye","210","66,00,000",,"1,92,00,000","Total Nett Gross: 6,50,00,000","62.50% (6 Ratings)","3,36,00,000","8,00,00,000","10,56,00,000","$285,000","11,93,51,250","749","$145,000","3,81,00,250","$205,000","6,43,23,250","1 Nov 2002","139 min","Love Story"
"The Legend Of Bhagat Singh","245","59,00,000",,"1,84,00,000","Total Nett Gross: 7,44,50,000","90.00% (2 Ratings)","3,30,00,000","20,00,00,000","12,20,00,000","$150,000","12,93,50,000","1136","$40,000","3,21,36,000","$60,000","5,70,60,000","7 Jun 2002","156 min","Drama"
"Road","225","88,00,000",,"2,59,00,000","Total Nett Gross: 7,56,50,000","0.00% (0 Ratings)","4,30,00,000","6,00,00,000","12,25,00,000","$205,000","13,23,91,250","476","$145,000","4,89,54,250","$175,000","7,81,03,750","27 Sep 2002","134 min","Thriller"
"Kya Yehi Pyaar Hai","190","60,00,000",,"1,80,00,000","Total Nett Gross: 7,58,00,000","85.00% (1 Ratings)","3,12,00,000","5,50,00,000","12,59,00,000","$165,000","13,39,43,750","382","$48,000","3,22,20,000","$70,000","5,52,04,500","22 Mar 2002","144 min","Love Story"
"23rd March 1931 Shaheed","320","1,21,00,000",,"3,26,00,000","Total Nett Gross: 7,60,00,000","0.00% (0 Ratings)","5,08,00,000","20,00,00,000","12,78,00,000","$300,000","14,25,00,000","1130","$130,000","6,11,38,000","$180,000","9,41,64,000","7 Jun 2002","187 min","Drama"
"Chor Machaaye Shor","260","1,00,00,000",,"2,97,00,000","Total Nett Gross: 7,65,50,000","60.00% (1 Ratings)","4,78,00,000","8,50,00,000","12,49,00,000","$235,000","13,62,97,500","684","$95,000","5,30,18,500","$135,000","8,44,61,500","30 Aug 2002","145 min","Comedy"
"Na Tum Jaano Na Hum","200","81,00,000",,"2,46,00,000","Total Nett Gross: 8,14,00,000","100.00% (1 Ratings)","4,33,50,000","14,00,00,000","13,34,00,000","$1,220,000","19,28,75,000","1131","$450,000","6,22,81,500","$615,000","10,10,75,250","10 May 2002","161 min","Love Story"
"Mere Yaar Ki Shaadi Hai","150","52,00,000",,"1,61,00,000","Total Nett Gross: 8,34,00,000","0.00% (0 Ratings)","3,04,00,000","5,75,00,000","13,60,00,000","$600,000","16,54,00,000","283","$170,000","3,45,73,000","$250,000","6,18,02,000","7 Jun 2002","159 min","Love Story"
"Dil Hai Tumhaara","235","76,00,000",,"2,34,00,000","Total Nett Gross: 8,68,50,000","100.00% (2 Ratings)","4,11,00,000","7,25,00,000","14,15,00,000","$800,000","18,03,00,000","643","$290,000","5,22,07,000","$390,000","8,59,08,000","6 Sep 2002","183 min","Love Story"
"Shakthi - The Power","285","98,00,000",,"2,82,00,000","Total Nett Gross: 8,47,50,000","0.00% (0 Ratings)","4,62,00,000","10,00,00,000","13,82,00,000","$1,350,000","20,36,75,000","644","$565,000","7,33,68,500","$770,000","11,26,51,000","20 Sep 2002","168 min","Action"
"Karz - The Burden of Truth","335","1,26,00,000",,"3,57,00,000","Total Nett Gross: 8,69,50,000","0.00% (0 Ratings)","5,57,00,000","11,00,00,000","14,22,00,000","$280,000","15,57,10,000","631","$120,000","6,43,38,000","$140,000","9,81,03,000","6 Dec 2002","166 min","Action"
"Haan Maine Bhi Pyaar Kiya","275","96,00,000",,"2,81,00,000","Total Nett Gross: 8,93,00,000","80.00% (2 Ratings)","4,55,50,000","11,00,00,000","14,95,00,000","$950,000","19,55,75,000","612","$365,000","6,46,29,500","$520,000","10,12,88,500","15 Feb 2002","175 min","Love Story"
"Aap Mujhe Achche Lagne Lage","250","1,09,00,000",,"3,24,00,000","Total Nett Gross: 9,58,50,000","100.00% (2 Ratings)","5,30,00,000","11,00,00,000","15,81,00,000","$915,000","20,27,06,250","609","$390,000","7,24,72,500","$550,000","11,42,62,500","19 Apr 2002","166 min","Love Story"
"Tumko Na Bhool Paayenge","290","1,28,00,000",,"3,61,00,000","Total Nett Gross: 10,52,50,000","72.50% (6 Ratings)","5,99,00,000","11,00,00,000","17,41,00,000","$510,000","19,89,62,500","575","$215,000","7,00,46,250","$300,000","11,34,60,000","22 Feb 2002","167 min","Action"
"Jaani Dushman - Ek Anokhi Kahani","350","1,35,00,000",,"4,02,00,000","Total Nett Gross: 10,72,50,000","0.00% (0 Ratings)","6,47,00,000","18,00,00,000","17,89,00,000","$140,000","18,56,90,000","567","$60,000","7,00,44,000","$90,000","11,24,14,000","15 Aug 2002","169 min","Action"
"Deewangee","250","68,00,000",,"2,05,00,000","Total Nett Gross: 11,44,00,000","100.00% (1 Ratings)","3,87,00,000","9,00,00,000","18,52,00,000","$375,000","20,32,93,750","453","$155,000","4,06,88,750","$215,000","7,30,67,750","25 Oct 2002","168 min","Thriller"
"Hum Kisise Kum Nahin","350","1,63,00,000",,"4,64,00,000","Total Nett Gross: 12,05,00,000","0.00% (0 Ratings)","7,38,00,000","19,00,00,000","19,79,00,000","$610,000","22,77,90,000","564","$275,000","8,95,71,000","$375,000","13,94,07,000","31 May 2002","161 min","Comedy"
"Mujhse Dosti Karoge!","290","1,16,00,000",,"3,58,00,000","Total Nett Gross: 12,94,50,000","47.50% (6 Ratings)","6,28,00,000","12,00,00,000","21,10,00,000","$2,580,000","33,61,30,000","576","$760,000","9,52,14,000","$1,050,000","15,32,89,000","9 Aug 2002","148 min","Love Story"
"Maa Tujhhe Salaam","375","1,71,00,000",,"4,90,00,000","Total Nett Gross: 13,31,50,000","0.00% (0 Ratings)","7,72,00,000","13,00,00,000","22,36,00,000","$100,000","22,84,25,000","434","$55,000","8,49,73,750","$75,000","13,33,14,750","25 Jan 2002","162 min","Action"
"Hum Tumhare Hain Sanam","300","1,42,00,000",,"4,14,00,000","Total Nett Gross: 13,52,00,000","62.86% (14 Ratings)","6,84,00,000","12,00,00,000","22,26,70,000","$2,550,000","34,76,20,000","340","$875,000","11,11,85,000","$1,215,000","17,23,95,000","24 May 2002","172 min","Love Story"
"Company","295","1,18,00,000",,"3,47,00,000","Total Nett Gross: 13,82,50,000","100.00% (2 Ratings)","6,01,00,000","9,50,00,000","22,66,00,000","$485,000","25,02,43,750","347","$190,000","6,61,70,500","$250,000","11,07,51,500","12 Apr 2002","155 min","Action"
"Saathiya","180","53,00,000",,"1,79,00,000","Total Nett Gross: 15,25,50,000","0.00% (0 Ratings)","3,78,00,000","7,50,00,000","24,71,00,000","$925,000","29,15,00,000","187","$175,000","3,73,98,000","$330,000","7,70,76,000","20 Dec 2002","132 min","Love Story"
"Awara Paagal Deewana","325","1,53,00,000",,"4,43,00,000","Total Nett Gross: 16,01,50,000","100.00% (2 Ratings)","7,66,00,000","13,00,00,000","26,41,00,000","$240,000","27,58,00,000","332","$115,000","7,87,01,250","$160,000","13,41,90,000","21 Jun 2002","164 min","Comedy"
"Humraaz","325","1,55,00,000",,"4,48,00,000","Total Nett Gross: 16,59,00,000","0.00% (0 Ratings)","7,70,00,000","15,00,00,000","27,20,00,000","$515,000","29,71,06,250","330","$200,000","8,32,22,000","$280,000","13,99,30,000","5 Jul 2002","174 min","Thriller"
"Aankhen","310","1,20,00,000",,"3,63,00,000","Total Nett Gross: 17,48,00,000","66.67% (3 Ratings)","6,67,00,000","17,00,00,000","28,64,00,000","$1,060,000","33,80,75,000","328","$520,000","8,48,82,000","$710,000","14,40,00,500","5 Apr 2002","158 min","Thriller"
"Kaante","450","2,04,00,000",,"5,87,00,000","Total Nett Gross: 20,45,00,000","82.50% (2 Ratings)","10,38,00,000","30,00,00,000","33,12,00,000","$2,050,000","42,96,00,000","431","$730,000","13,01,34,000","$975,000","21,49,56,000","20 Dec 2002","148 min","Action"
"Raaz","215","79,00,000",,"2,32,00,000","Total Nett Gross: 21,46,00,000","65.00% (3 Ratings)","4,69,00,000","5,25,00,000","35,89,00,000","$155,000","36,63,78,750","42","$60,000","4,16,39,000","$90,000","8,26,65,500","1 Feb 2002","149 min","Horror"
"Zahreela","65","13,00,000",,"35,00,000","Total Nett Gross: 86,50,000","0.00% (0 Ratings)","53,00,000","1,25,00,000","1,48,00,000","$4,000","1,49,86,000","1341","$---","59,85,000","$---","90,63,000","2 Mar 2001","118 min","Action"
"Ehsaas","115","16,50,000",,"46,00,000","Total Nett Gross: 96,75,000","0.00% (0 Ratings)","70,00,000","4,50,00,000","1,61,00,000","$1,500","1,61,72,000","1390","$---","76,36,000","$---","1,16,20,000","30 Nov 2001","141 min","Drama"
"Rahul","70","7,75,000",,"27,00,000","Total Nett Gross: 98,00,000","0.00% (0 Ratings)","48,00,000","2,75,00,000","1,62,00,000","$---","1,62,00,000","1455","$---","44,55,000","$---","79,20,000","6 Apr 2001","153 min","Drama"
"Khatron Ke Khiladi","80","13,00,000",,"34,00,000","Total Nett Gross: 98,50,000","0.00% (0 Ratings)","53,00,000","1,50,00,000","1,68,00,000","$3,000","1,69,40,250","1319","$---","58,14,000","$---","90,63,000","4 May 2001","178 min","Action"
"Avgat","60","--",,"--","Total Nett Gross: 1,00,25,000","0.00% (0 Ratings)","59,50,000","1,50,00,000","1,65,00,000","$---","1,65,00,000","1391","$---","--","$---","98,17,500","1 Jun 2001","122 min","Drama"
"Paagalpan","70","--",,"--","Total Nett Gross: 1,03,00,000","0.00% (0 Ratings)","67,00,000","2,25,00,000","1,70,00,000","$1,000","1,70,46,750","1340","$---","--","$---","1,10,55,000","8 Jun 2001","147 min","Love Story"
"Bawandar","50","10,00,000",,"32,00,000","Total Nett Gross: 1,05,00,000","0.00% (0 Ratings)","56,00,000","1,50,00,000","1,75,00,000","$---","1,75,00,000","1059","$---","53,44,000","$---","93,52,000","7 Dec 2001","125 min","Drama"
"Kasam","80","19,00,000",,"51,00,000","Total Nett Gross: 1,28,50,000","0.00% (0 Ratings)","78,50,000","1,75,00,000","2,19,00,000","$30,000","2,33,40,000","986","$12,000","92,46,000","$20,000","1,43,05,000","12 Oct 2001","137 min","Action"
"Abhay","80","28,00,000",,"78,00,000","Total Nett Gross: 2,01,50,000","0.00% (0 Ratings)","1,28,00,000","--","3,30,00,000","$2,200","3,31,05,600","1301","$---","1,27,92,000","$---","2,09,92,000","16 Nov 2001","141 min","Thriller"
"Ittefaq","160","36,00,000",,"93,00,000","Total Nett Gross: 1,92,00,000","0.00% (0 Ratings)","1,46,00,000","4,00,00,000","3,28,00,000","$3,000","3,29,41,750","1238","$---","1,59,03,000","$---","2,49,66,000","14 Sep 2001","145 min","Action"
"Bas Itna Sa Khwaab Hai...","165","42,00,000",,"1,14,00,000","Total Nett Gross: 2,73,00,000","0.00% (0 Ratings)","1,80,00,000","5,25,00,000","4,58,00,000","$230,000","5,66,10,000","1196","$75,000","2,26,77,000","$120,000","3,58,80,000","6 Jul 2001","168 min","Love Story"
"Hum Ho Gaye Aapke","135","35,00,000",,"1,03,00,000","Total Nett Gross: 2,89,00,000","0.00% (0 Ratings)","1,72,00,000","5,00,00,000","4,83,00,000","$100,000","5,30,00,000","1187","$42,000","1,91,75,000","$65,000","3,17,79,000","3 Aug 2001","158 min","Love Story"
"Tera Mera Saath Rahen","175","43,00,000",,"1,21,00,000","Total Nett Gross: 3,04,25,000","0.00% (0 Ratings)","1,95,50,000","5,75,00,000","5,08,00,000","$120,000","5,65,30,000","1180","$52,000","2,26,90,000","$75,000","3,62,29,750","16 Nov 2001","149 min","Drama"
"Pyaar Ishq Aur Mohabbat","225","56,00,000",,"1,52,00,000","Total Nett Gross: 3,31,50,000","0.00% (0 Ratings)","2,41,00,000","12,00,00,000","5,56,00,000","$340,000","7,15,80,000","1174","$155,000","3,28,21,000","$215,000","5,05,93,000","3 Aug 2001","153 min","Love Story"
"Zubeidaa","70","19,00,000",,"64,00,000","Total Nett Gross: 3,47,50,000","0.00% (0 Ratings)","1,21,00,000","5,00,00,000","5,76,00,000","$600,000","8,55,00,000","1177","$200,000","1,99,24,000","$290,000","3,35,71,000","19 Jan 2001","153 min","Drama"
"Officer","190","43,00,000",,"1,21,00,000","Total Nett Gross: 3,70,50,000","0.00% (0 Ratings)","2,08,00,000","5,75,00,000","6,31,00,000","$20,000","6,40,30,000","818","$6,000","2,08,49,000","$10,000","3,58,25,000","2 Mar 2001","139 min","Thriller"
"Chandni Bar","60","16,00,000",,"63,00,000","Total Nett Gross: 4,09,25,000","0.00% (0 Ratings)","1,14,00,000","1,50,00,000","6,68,00,000","$---","6,68,00,000","302","$---","1,02,69,000","$---","1,85,82,000","28 Sep 2001","150 min","Drama"
"Yeh Teraa Ghar Yeh Meraa Ghar","165","54,00,000",,"1,59,00,000","Total Nett Gross: 3,87,00,000","0.00% (0 Ratings)","2,59,50,000","6,25,00,000","6,41,00,000","$155,000","7,15,40,000","846","$70,000","2,97,54,000","$105,000","4,81,17,000","12 Oct 2001","160 min","Comedy"
"Tum Bin","90","15,00,000",,"56,00,000","Total Nett Gross: 4,43,00,000","0.00% (0 Ratings)","1,21,00,000","2,75,00,000","7,53,00,000","$160,000","8,28,20,000","404","$45,000","1,16,35,000","$75,000","2,40,95,000","13 Jul 2001","152 min","Love Story"
"Kuch Khatti Kuch Meethi","150","35,00,000",,"1,10,00,000","Total Nett Gross: 5,04,00,000","0.00% (0 Ratings)","2,04,50,000","6,00,00,000","8,46,00,000","$450,000","10,55,25,000","755","$155,000","2,56,87,500","$225,000","4,48,18,500","19 Jan 2001","139 min","Comedy"
"Deewaanapan","200","48,00,000",,"1,38,00,000","Total Nett Gross: 5,10,00,000","0.00% (0 Ratings)","2,39,00,000","6,00,00,000","8,56,00,000","$70,000","8,89,60,000","757","$30,000","2,46,24,000","$50,000","4,25,52,000","16 Nov 2001","153 min","Love Story"
"Kasoor","100","23,00,000",,"83,00,000","Total Nett Gross: 5,31,00,000","0.00% (0 Ratings)","1,63,00,000","4,50,00,000","9,03,00,000","$225,000","10,07,62,500","393","$60,000","1,69,00,000","$950,000","7,18,85,000","2 Feb 2001","150 min","Thriller"
"Style","100","29,00,000",,"97,00,000","Total Nett Gross: 5,35,50,000","0.00% (0 Ratings)","1,81,00,000","2,50,00,000","8,82,00,000","$5,000","8,84,40,000","294","$---","1,60,05,000","$---","2,98,65,000","28 Dec 2001","159 min","Comedy"
"Chhupa Rustam","120","27,00,000",,"75,00,000","Total Nett Gross: 5,42,00,000","0.00% (0 Ratings)","1,57,50,000","3,25,00,000","9,35,00,000","$25,000","9,46,62,500","385","$---","1,29,75,000","$---","2,72,47,500","23 Mar 2001","129 min","Mystery"
"Rehnaa Hai Teree Dil Mein","150","41,00,000",,"1,32,00,000","Total Nett Gross: 5,52,00,000","100.00% (1 Ratings)","2,25,00,000","6,00,00,000","9,21,00,000","$200,000","10,17,00,000","736","$75,000","2,56,44,000","$110,000","4,28,55,000","19 Oct 2001","147 min","Love Story"
"Love Ke Liye Kuch Bhi Karega","180","57,00,000",,"1,67,00,000","Total Nett Gross: 5,56,50,000","100.00% (1 Ratings)","2,89,50,000","5,75,00,000","9,28,00,000","$225,000","10,33,75,000","747","$105,000","3,28,24,000","$155,000","5,56,31,500","29 Jun 2001","139 min","Comedy"
"Aamdani Atthani Kharcha Rupaiyaa","175","46,00,000",,"1,41,00,000","Total Nett Gross: 6,12,00,000","0.00% (0 Ratings)","2,60,00,000","5,00,00,000","10,16,00,000","$80,000","10,54,40,000","474","$30,000","2,48,46,000","$50,000","4,55,60,000","21 Dec 2001","160 min","Comedy"
"Pyaar Tune Kya Kiya","160","48,00,000",,"1,47,00,000","Total Nett Gross: 6,82,50,000","0.00% (0 Ratings)","2,73,50,000","5,50,00,000","11,26,00,000","$115,000","11,79,76,250","471","$50,000","2,65,92,500","$75,000","4,86,33,750","27 Apr 2001","122 min","Thriller"
"Yeh Raaste Hain Pyaar Ke","275","83,00,000",,"2,44,00,000","Total Nett Gross: 7,75,50,000","0.00% (0 Ratings)","4,25,50,000","8,50,00,000","13,20,00,000","$530,000","15,69,10,000","626","$250,000","5,32,30,000","$350,000","8,87,85,000","10 Aug 2001","161 min","Love Story"
"One 2 Ka 4","260","77,00,000",,"2,14,00,000","Total Nett Gross: 6,63,50,000","57.84% (51 Ratings)","3,71,00,000","12,00,00,000","11,20,00,000","$565,000","13,82,72,500","1129","$275,000","4,89,53,500","$375,000","8,01,36,500","30 Mar 2001","175 min","Action"
"Kyo Kii... Main Jhuth Nahin Bolta","230","64,00,000",,"1,90,00,000","Total Nett Gross: 7,95,00,000","0.00% (0 Ratings)","3,55,00,000","8,50,00,000","13,43,00,000","$190,000","14,34,20,000","621","$90,000","3,64,30,000","$135,000","6,64,75,000","21 Sep 2001","158 min","Comedy"
"Aashiq","275","90,00,000",,"2,39,00,000","Total Nett Gross: 10,34,00,000","0.00% (0 Ratings)","4,37,00,000","9,00,00,000","17,45,00,000","$280,000","18,75,20,000","447","$145,000","4,71,33,500","$205,000","8,33,85,500","26 Jan 2001","160 min","Love Story"
"Aks","250","1,00,00,000",,"2,97,00,000","Total Nett Gross: 8,00,00,000","0.00% (0 Ratings)","5,15,00,000","10,00,00,000","13,43,00,000","$425,000","15,42,75,000","627","$210,000","5,97,66,000","$285,000","9,99,15,000","13 Jul 2001","180 min","Thriller"
"Albela","250","76,00,000",,"2,34,00,000","Total Nett Gross: 10,52,50,000","0.00% (0 Ratings)","4,34,50,000","10,00,00,000","17,69,00,000","$240,000","18,81,20,000","568","$130,000","4,53,89,500","$185,000","8,16,44,750","20 Apr 2001","147 min","Rom - Com"
"Nayak","280","85,00,000",,"2,60,00,000","Total Nett Gross: 10,75,00,000","90.00% (1 Ratings)","4,81,00,000","21,00,00,000","18,06,00,000","$530,000","20,56,42,500","572","$210,000","5,36,02,500","$290,000","9,45,10,500","7 Sep 2001","187 min","Action"
"Farz","300","1,07,00,000",,"3,08,00,000","Total Nett Gross: 11,26,50,000","0.00% (0 Ratings)","5,43,00,000","10,00,00,000","19,16,00,000","$165,000","19,92,72,500","439","$65,000","5,53,82,500","$95,000","9,67,27,500","12 Jan 2001","167 min","Action"
"Asoka","235","1,00,00,000",,"2,87,00,000","Total Nett Gross: 11,54,00,000","44.34% (98 Ratings)","5,26,50,000","12,50,00,000","19,39,00,000","$1,800,000","28,03,00,000","562","$800,000","8,66,16,000","$1,070,000","13,98,12,000","26 Oct 2001","171 min","Drama"
"Lajja","315","1,34,00,000",,"3,92,00,000","Total Nett Gross: 15,87,00,000","100.00% (1 Ratings)","7,16,00,000","22,00,00,000","26,97,00,000","$1,550,000","34,29,37,500","523","$650,000","9,73,52,500","$880,000","16,33,00,000","31 Aug 2001","182 min","Drama"
"Yaadein","375","1,59,00,000",,"4,59,00,000","Total Nett Gross: 14,64,50,000","73.57% (7 Ratings)","8,21,00,000","20,00,00,000","24,48,00,000","$2,150,000","34,58,50,000","528","$1,070,000","12,69,43,000","$1,450,000","20,52,57,000","27 Jul 2001","179 min","Love Story"
"Ajnabee","325","1,65,00,000",,"4,78,00,000","Total Nett Gross: 17,04,00,000","73.33% (6 Ratings)","8,07,00,000","17,00,00,000","28,83,00,000","$625,000","31,83,00,000","320","$250,000","9,27,82,000","$350,000","15,31,83,000","21 Sep 2001","167 min","Thriller"
"Mujhe Kucch Kehna Hai","225","81,00,000",,"2,46,00,000","Total Nett Gross: 17,27,50,000","80.00% (11 Ratings)","5,11,00,000","7,00,00,000","29,27,00,000","$365,000","30,98,55,000","89","$140,000","4,81,54,000","$210,000","9,62,29,000","25 May 2001","144 min","Love Story"
"Ek Rishtaa - The Bond Of Love","350","1,31,00,000",,"3,84,00,000","Total Nett Gross: 17,78,00,000","55.00% (2 Ratings)","7,12,00,000","15,00,00,000","30,44,00,000","$1,290,000","36,50,30,000","316","$425,000","8,56,39,000","$600,000","14,99,52,000","18 May 2001","174 min","Drama"
"Chori Chori Chupke Chupke","295","1,14,00,000",,"3,48,00,000","Total Nett Gross: 18,34,50,000","66.32% (19 Ratings)","6,50,00,000","13,00,00,000","31,00,00,000","$1,400,000","37,51,00,000","220","$400,000","7,74,12,000","$565,000","13,61,22,500","9 Mar 2001","166 min","Love Story"
"Indian","375","1,80,00,000",,"5,16,00,000","Total Nett Gross: 24,21,50,000","40.00% (4 Ratings)","9,08,00,000","15,00,00,000","41,07,00,000","$320,000","42,60,60,000","111","$155,000","9,51,60,000","$225,000","16,51,60,000","26 Oct 2001","174 min","Action"
